"","gender","university","living_zone","grade","tech_experience","X6.I.consider.myself.a.tech.savvy..well.informed.about.or.proficient.in.the.use.of.modern.technology..especially.computers.","X7.I.have.an.understanding.of.the.basic.computational.principles.of.artificial.intelligence..AI.","X8.I.am.comfortable.with.the.nomenclature.related.to.artificial.intelligence","X9.I.have.an.understanding.of.the.limitations.of.artificial.intelligence","X10.Deep.Learning..and..Artificial.Intelligence..are.currently.being.broadly.discussed.in.the.radiological.community...Were.you.already.aware.of.these.topics.in.radiology..","X11.Deep.Learning..and..Artificial.Intelligence..are.currently.being.broadly.discussed.in.the.radiological.community...Do.you.personally.have.a.basic.understanding.of.the.technologies.used.in.these.topics..","X13.The.following.questions.test.your.understanding.of.deep.learning..a.subtype.of.artificial.intelligence....Deep.learning.is.a.class.of.machine.learning.algorithms.that.use.multiple.layers.of.neural.networks..","X14.The.following.questions.test.your.understanding.of.deep.learning..a.subtype.of.artificial.intelligence....Deep.learning.methods.learn.directly.from.data..without.the.need.for.manual.feature.extraction..","X15.The.following.questions.test.your.understanding.of.deep.learning..a.subtype.of.artificial.intelligence....Application.of.deep.learning.in.radiology.requires.large.databases.of.labeled.medical.images..","X16.The.following.questions.test.your.understanding.of.deep.learning..a.subtype.of.artificial.intelligence....Deep.learning.systems.are.often.opaque..it.can.be.difficult.to.delineate.the.underlying..thought.process...","X17.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...Artificial.intelligence.will.revolutionize.radiology.","X18.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...Artificial.intelligence.will.revolutionize.medicine.in.general.","X19.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...The.human.radiologist.will.be.replaced.in.the.foreseeable.future.","X20.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...The.human..non.interventional..physician.will.be.replaced.in.the.foreseeable.future.","X21.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...In.the.foreseeable.future..all.physicians.will.be.replaced.","X22.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...These.developments.frighten.me.","X23.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...These.developments.make.radiology.more.exciting.to.me.","X24.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...These.developments.make.medicine.in.general.more.exciting.to.me.","X25.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...Artificial.intelligence.will.never.make.the.human.physician.expendable.","X26.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...The.impact.of.artificial.intelligence.alone.will.reduce.the.number.of.radiologists.that.are.needed..","X27.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...Artificial.intelligence.will.improve.radiology.","X28.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...Artificial.intelligence.will.improve.medicine.in.general.","X29.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...I.am.less.likely.to.consider.a.career.in.radiology..given.the.advancement.of.AI.","X30.Which.of.these.specialties.do.you.think.will.be.impacted.the.earliest.and.most.","X31.All.medical.students.should.receive.teaching.in.artificial.intelligence","X32.Teaching.in.artificial.intelligence.will.be.beneficial.for.my.career","X33.At.the.end.of.my.medical.degree..I.will.be.confident.in.using.basic.healthcare.AI.tools.if.required","X34.At.the.end.of.my.medical.degree..I.will.have.a.better.understanding.of.the.methods.used.to.assess.healthcare.AI.algorithm.performance","X35.Overall..at.the.end.of.my.medical.degree..I.feel.I.will.possess.the.knowledge.needed.to.work.with.AI.in.routine.clinical.practice","X36.Would.you.consider.using.the.following.clinical.workflow..Patients..clinical.images.undergo.artificial.intelligence.analysis..A.specialist.subsequently.reviews.both.the.image.and.the.artificial.intelligence.findings.","X37.What.potential.applications.for.AI.in.radiology.do.you.see...Automated.detection.of.pathologies.in.imaging.exams.","X38.What.potential.applications.for.AI.in.radiology.do.you.see...Automated.diagnosis.in.imaging.exams.","X39.What.potential.applications.for.AI.in.radiology.do.you.see...Automated.indication.of.appropriate.imaging.exams.","X6.I.consider.myself.a.tech.savvy..well.informed.about.or.proficient.in.the.use.of.modern.technology..especially.computers..1","df.ai_training","df.knowledge_merged"
"4229","Female","Private","Urban","2","3","9","0","0","0","1","0","1","1","1","1","1","1","9","9","9","9","9","9","1","1","1","1","1","9","0","9","0","0","0","9","1","1","1","N","No","low"
"4230","Female","Private","Urban","2","3","9","1","0","0","0","0","9","9","1","9","1","1","1","9","0","9","0","9","1","1","0","1","0","9","1","1","9","1","1","1","1","1","1","N","No","low"
"4231","Female","Governnmental","Rural","3","3","9","9","1","9","1","0","1","1","1","9","1","1","9","0","0","0","1","1","1","1","1","0","0","9","1","1","9","0","0","1","1","1","9","N","Yes","high/moderate"
"4232","Female","Private","Rural","2","2","0","0","0","1","1","0","9","9","9","9","1","1","0","0","0","1","9","9","1","1","1","1","9","9","9","9","0","0","9","1","1","1","1","D/SD","No","low"
"4233","Female","Private","Urban","2","3","9","9","0","0","0","0","9","9","9","9","9","9","9","9","0","1","9","9","1","0","9","1","1","9","9","9","9","9","9","9","1","1","1","N","No","low"
"4234","Female","Private","Urban","2","4","1","1","1","1","1","1","9","1","1","1","1","1","0","0","0","9","9","9","1","1","9","9","0","9","1","1","1","1","1","1","1","9","1","A/SA","No","high/moderate"
"4235","Male","Private","Urban","2","2","0","0","0","0","0","0","9","0","9","1","1","1","0","0","0","9","1","1","0","1","1","1","9","9","1","0","9","0","1","1","1","1","1","D/SD","No","low"
"4236","Female","Governnmental","Urban","1","3","9","9","9","1","1","0","1","1","1","0","1","1","0","0","0","0","1","1","1","9","1","1","0","9","1","1","9","1","0","9","1","1","1","N","Yes","high/moderate"
"4237","Female","Private","Urban","2","3","9","9","9","9","1","0","1","9","9","9","1","1","9","9","9","9","9","1","1","1","1","1","1","9","1","1","9","9","9","9","1","1","1","N","No","low"
"4238","Female","Governnmental","Urban","2","3","9","9","1","1","0","1","0","0","0","0","9","1","1","9","1","9","1","9","9","1","9","9","9","9","0","0","9","9","9","1","9","9","9","N","No","low"
"4239","Female","Private","Urban","2","4","1","9","9","9","0","0","9","9","9","9","1","1","0","0","0","1","9","9","1","9","9","1","9","9","1","1","1","1","1","1","1","1","1","A/SA","No","low"
"4240","Male","Private","Urban","1","4","1","0","0","0","0","0","1","9","9","1","1","1","9","1","0","1","0","9","9","1","1","1","9","9","1","1","9","9","9","1","1","1","0","A/SA","No","low"
"4241","Female","Governnmental","Rural","2","2","0","9","9","9","0","0","1","0","1","9","1","1","0","0","0","9","1","1","1","9","1","1","0","9","1","1","1","1","9","1","1","1","9","D/SD","No","low"
"4242","Male","Private","Rural","2","5","1","1","1","9","1","0","1","9","9","1","1","1","0","0","1","1","0","0","1","1","1","1","9","9","9","0","9","1","9","1","1","1","1","A/SA","No","high/moderate"
"4243","Female","Private","Rural","2","2","0","9","9","1","0","0","1","0","1","9","1","1","1","9","9","0","1","1","1","1","1","1","9","9","1","1","1","1","1","1","1","1","1","D/SD","No","low"
"4244","Female","Private","Rural","2","2","0","0","0","0","0","0","9","9","9","9","1","1","9","9","0","1","1","1","0","9","1","1","0","9","1","1","9","9","0","1","1","1","1","D/SD","No","low"
"4245","Male","Private","Urban","1","4","1","0","1","1","0","0","9","0","1","0","1","1","0","0","0","0","1","1","1","1","0","1","0","9","1","1","1","1","1","1","1","1","1","A/SA","No","low"
"4246","Female","Governnmental","Rural","Intern (Emtyaz)","1","0","0","0","0","1","0","1","0","0","1","1","1","0","0","0","0","1","1","1","9","1","1","0","9","1","1","1","9","9","1","1","0","0","D/SD","No","low"
"4247","Female","Private","Urban","1","3","9","0","9","0","1","0","1","9","9","1","1","1","9","0","0","1","1","1","1","9","1","1","0","9","1","9","9","0","0","1","9","9","9","N","No","low"
"4248","Male","Private","Rural","2","4","1","0","9","9","1","0","9","0","1","9","1","1","9","0","0","1","9","9","0","1","1","1","9","9","1","1","1","9","1","1","1","9","1","A/SA","No","low"
"4249","Female","Private","Urban","2","3","9","0","0","0","1","1","9","1","1","9","9","1","9","9","9","0","9","1","0","1","1","1","1","9","1","1","9","9","9","9","1","0","0","N","No","low"
"4250","Male","Private","Rural","2","3","9","0","9","0","0","0","1","0","1","0","1","1","9","9","0","1","0","0","1","9","1","1","0","9","0","1","1","9","1","1","1","1","1","N","No","low"
"4251","Female","Private","Urban","2","2","0","1","0","0","0","0","9","9","9","9","1","1","0","9","0","1","1","1","1","1","1","1","0","9","1","1","0","0","0","1","1","1","1","D/SD","No","low"
"4252","Female","Private","Urban","2","2","0","0","0","0","1","0","9","9","9","9","1","1","9","0","0","1","9","1","1","9","1","1","0","9","1","1","9","0","0","1","1","0","1","D/SD","No","low"
"4253","Female","Governnmental","Urban","1","3","9","0","0","0","0","0","9","9","9","9","1","1","0","0","0","0","1","1","1","9","1","9","0","9","1","1","1","9","0","1","9","1","1","N","No","low"
"4254","Female","Private","Urban","2","3","9","0","0","0","0","0","9","9","9","9","1","1","9","0","0","1","0","0","1","9","9","9","9","9","9","0","1","1","1","9","1","1","1","N","No","low"
"4255","Male","Governnmental","Rural","1","2","0","1","9","0","0","1","1","0","9","9","1","1","0","0","0","1","9","0","1","1","1","1","0","9","9","1","1","9","1","9","1","1","1","D/SD","No","low"
"4256","Female","Private","Rural","4","2","0","9","9","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","9","9","1","9","0","1","9","9","1","9","D/SD","No","low"
"4257","Female","Private","Rural","4","3","9","1","1","1","1","0","1","0","1","0","1","1","9","9","9","0","1","1","9","9","1","1","1","9","1","1","1","1","1","1","1","1","1","N","No","high/moderate"
"4258","Female","Governnmental","Urban","2","4","1","1","9","9","0","0","9","1","1","9","1","1","9","0","0","9","1","1","1","9","1","1","0","9","1","1","1","1","1","1","1","1","1","A/SA","No","low"
"4259","Male","Governnmental","Rural","2","4","1","1","1","1","1","0","1","0","1","9","9","1","0","9","0","1","0","0","9","9","9","1","0","9","1","1","1","1","9","9","1","1","1","A/SA","No","high/moderate"
"4260","Female","Governnmental","Urban","2","3","9","1","1","1","0","0","1","9","1","9","1","1","1","0","0","1","9","1","1","1","1","1","1","9","1","1","1","9","1","1","1","1","1","N","No","low"
"4261","Male","Private","Rural","2","2","0","0","0","0","0","0","9","0","0","1","1","1","1","9","0","1","9","9","1","1","1","9","1","9","0","9","0","0","0","1","1","1","1","D/SD","No","low"
"4262","Male","Private","Urban","2","3","9","0","0","0","0","0","9","0","9","9","1","1","9","0","0","9","9","1","9","1","1","1","9","9","1","1","0","0","9","9","1","1","1","N","No","low"
"4263","Female","Governnmental","Urban","1","3","9","9","0","0","1","1","1","0","1","1","1","1","1","9","0","9","9","9","1","1","1","1","1","9","9","0","0","0","9","1","1","1","1","N","No","high/moderate"
"4264","Female","Private","Urban","1","4","1","9","9","9","1","1","1","0","1","9","1","1","9","0","0","0","1","1","1","9","1","1","9","9","1","1","9","1","1","1","1","1","1","A/SA","No","high/moderate"
"4265","Female","Private","Urban","2","3","9","9","0","0","1","0","9","9","9","1","1","1","0","0","0","1","0","0","1","9","9","9","0","9","1","9","1","0","9","1","1","9","1","N","No","low"
"4266","Female","Private","Urban","2","1","0","0","0","0","1","0","9","9","1","9","1","1","9","0","0","0","1","1","1","1","1","1","9","9","1","1","9","9","9","9","1","1","9","D/SD","No","low"
"4267","Female","Governnmental","Urban","6","2","0","0","0","0","0","0","9","9","9","9","1","1","0","0","0","9","9","9","9","9","1","1","9","9","1","1","0","0","0","1","1","1","9","D/SD","No","low"
"4268","Male","Private","Rural","6","3","9","0","0","0","0","0","9","9","9","9","9","9","0","0","0","9","0","0","0","0","0","0","0","9","1","9","0","0","0","1","9","9","9","N","No","low"
"4269","Male","Governnmental","Rural","5","1","0","0","0","0","0","0","9","9","9","0","1","1","0","0","0","0","1","1","1","1","1","1","9","9","1","1","1","1","1","1","1","1","1","D/SD","No","low"
"4270","Female","Governnmental","Rural","1","2","0","0","0","0","0","0","9","9","9","9","1","1","9","0","0","9","9","9","9","1","1","1","9","9","1","1","0","0","0","1","9","9","9","D/SD","No","low"
"4271","Female","Governnmental","Urban","5","1","0","0","0","0","0","0","9","9","9","9","1","1","9","9","9","0","1","1","1","1","1","1","9","9","1","1","0","0","0","1","9","9","9","D/SD","No","low"
"4272","Female","Governnmental","Urban","4","1","0","0","0","0","0","0","9","9","9","9","9","9","0","0","0","1","9","9","9","9","9","9","9","9","9","9","0","0","0","9","9","9","9","D/SD","No","low"
"4273","Female","Private","Rural","2","4","1","9","0","0","0","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","9","9","1","1","0","0","1","1","9","9","A/SA","No","low"
"4274","Male","Governnmental","Urban","2","3","9","0","0","0","0","0","0","9","9","0","1","1","0","0","0","1","0","0","0","0","1","1","9","9","9","1","0","0","0","1","1","1","1","N","No","low"
"4275","Female","Governnmental","Rural","6","1","0","0","0","0","1","1","9","1","1","9","1","1","0","0","0","0","1","1","1","1","1","1","9","9","1","1","0","0","0","1","1","1","1","D/SD","No","low"
"4276","Female","Governnmental","Urban","6","2","0","0","0","0","0","0","9","9","9","9","1","1","0","0","0","1","0","0","1","9","1","9","1","9","1","1","0","0","0","9","9","1","9","D/SD","No","low"
"4277","Female","Governnmental","Urban","6","1","0","0","0","0","0","0","9","9","9","9","1","9","9","9","0","9","9","9","9","1","1","9","9","9","1","1","0","0","0","1","1","1","0","D/SD","No","low"
"4278","Male","Governnmental","Urban","2","1","0","0","0","0","0","0","9","9","9","9","1","1","0","0","0","0","1","1","9","9","1","1","0","9","1","1","1","1","1","1","1","1","1","D/SD","No","low"
"4279","Female","Private","Urban","2","3","9","0","0","0","1","0","9","9","9","9","1","1","1","0","0","1","1","1","1","1","1","1","0","9","0","0","9","0","1","1","1","1","0","N","No","low"
"4280","Female","Private","Rural","2","3","9","0","9","9","0","0","9","9","9","9","1","1","0","0","0","0","1","1","1","1","1","1","0","9","1","1","9","9","1","1","1","1","1","N","No","low"
"4281","Female","Governnmental","Urban","4","3","9","9","0","0","1","1","0","0","1","0","1","1","0","0","0","0","9","1","1","0","1","1","9","9","9","0","0","0","0","1","1","9","9","N","No","low"
"4282","Female","Governnmental","Urban","3","3","9","0","0","0","0","0","9","9","9","9","0","0","0","0","0","0","0","0","0","0","0","0","0","9","1","1","1","0","9","1","0","0","0","N","No","low"
"4283","Female","Governnmental","Urban","3","3","9","0","0","0","0","0","1","1","1","9","1","1","0","0","0","1","1","1","1","9","1","1","0","9","1","1","0","0","0","1","1","1","1","N","No","low"
"4284","Female","Private","Urban","2","3","9","0","0","0","1","0","1","9","1","1","1","1","9","1","0","1","0","9","1","1","1","1","0","9","1","1","1","1","1","1","9","9","9","N","No","low"
"4285","Female","Governnmental","Urban","5","2","0","0","0","0","0","0","9","9","9","9","1","1","0","0","0","1","1","1","1","1","1","1","9","9","1","1","0","0","0","1","1","1","1","D/SD","No","low"
"4286","Female","Private","Rural","1","3","9","0","1","1","1","1","1","9","0","0","1","1","0","0","0","9","1","1","1","1","1","1","9","9","0","0","0","0","0","1","1","1","0","N","No","low"
"4287","Male","International","Urban","6","3","9","9","9","0","0","0","0","1","1","1","1","1","9","9","0","9","9","1","1","9","1","1","9","9","1","1","9","9","9","1","1","1","1","N","No","low"
"4288","Female","Private","Urban","2","5","1","9","9","1","1","0","1","0","1","0","1","1","0","0","0","0","9","1","1","1","1","1","1","9","1","1","1","1","1","1","1","1","1","A/SA","No","low"
"4289","Female","Private","Rural","1","3","9","9","9","0","1","1","1","0","0","0","1","1","9","9","9","1","1","1","1","1","1","1","9","9","1","9","9","1","1","9","1","1","9","N","No","low"
"4290","Female","Private","Rural","2","3","9","0","9","9","0","0","9","9","9","9","1","1","0","0","0","9","1","1","1","9","9","1","9","9","9","9","9","9","9","9","9","9","9","N","No","low"
"4291","Female","Private","Urban","1","4","1","1","9","9","1","0","1","0","1","0","1","1","0","0","0","9","1","1","1","9","9","1","9","9","1","1","9","9","1","1","1","1","1","A/SA","Yes","high/moderate"
"4292","Female","Private","Urban","2","3","9","9","9","9","0","0","1","0","1","1","1","1","1","1","1","0","1","1","0","1","1","1","9","9","9","1","1","1","9","1","1","1","1","N","No","low"
"4293","Female","Private","Urban","2","3","9","9","9","1","1","0","1","1","1","1","1","1","9","0","0","0","1","1","1","1","1","1","9","9","1","1","9","9","9","9","1","9","1","N","Yes","high/moderate"
"4294","Male","Private","Urban","1","3","9","9","9","9","1","1","1","9","1","9","1","1","0","0","0","9","1","1","1","0","1","1","9","9","9","9","9","9","9","9","1","0","0","N","No","high/moderate"
"4295","Male","International","Urban","1","2","0","0","0","0","1","0","0","1","1","1","9","1","1","0","0","1","9","9","1","9","1","1","9","9","9","1","1","9","1","1","9","9","9","D/SD","No","low"
"4296","Male","Private","Rural","1","3","9","9","0","0","0","0","9","9","9","9","0","0","0","0","1","9","1","1","0","0","1","1","1","9","1","1","1","9","9","1","1","1","1","N","No","low"
"4297","Female","Private","Rural","4","3","9","9","9","0","0","0","1","0","1","0","1","1","0","0","0","9","1","1","9","9","1","1","9","9","1","1","1","9","9","1","0","0","1","N","No","low"
"4298","Male","Governnmental","Urban","1","4","1","9","1","1","1","0","9","9","1","9","1","9","0","0","0","1","9","9","1","1","9","1","9","9","1","1","9","1","9","9","9","9","9","A/SA","No","low"
"4299","Female","Private","Rural","2","4","1","9","9","1","0","0","9","9","1","9","1","1","9","9","0","9","1","1","1","1","1","1","9","9","1","1","1","1","1","1","1","1","1","A/SA","No","low"
"4300","Male","Governnmental","Rural","1","3","9","0","0","0","1","0","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","1","1","9","1","1","9","1","1","1","N","No","low"
"4301","Male","Private","Urban","5","3","9","0","0","0","0","0","1","9","1","0","1","1","0","0","0","0","9","9","9","9","9","1","0","9","0","9","0","0","0","1","1","1","1","N","No","low"
"4302","Female","Governnmental","Urban","Intern (Emtyaz)","3","9","9","9","9","0","0","1","0","1","1","1","1","0","0","0","1","1","1","1","0","0","1","9","9","1","1","1","1","9","1","1","1","1","N","No","low"
"4303","Female","Governnmental","Urban","3","3","9","1","9","0","0","0","1","1","1","9","1","1","9","0","0","1","1","1","1","1","1","1","1","9","1","1","1","9","1","1","1","1","1","N","No","low"
"4304","Female","Governnmental","Urban","3","1","0","0","0","0","1","0","9","1","1","9","1","1","0","0","0","9","1","1","1","0","9","1","1","9","1","1","1","1","1","1","1","0","1","D/SD","No","low"
"4305","Male","Private","Urban","3","3","9","0","0","0","0","0","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","1","1","1","1","1","1","9","9","9","N","No","low"
"4306","Male","Private","Urban","1","3","9","0","0","0","0","0","9","9","9","9","9","1","0","0","0","9","1","1","1","1","9","1","9","9","1","1","9","1","0","1","1","9","1","N","No","low"
"4307","Male","Governnmental","Rural","4","1","0","0","0","0","0","0","9","9","9","9","1","1","0","0","0","1","9","9","9","1","1","1","9","9","1","9","0","0","0","9","9","1","9","D/SD","No","low"
"4308","Female","Governnmental","Rural","5","1","0","0","0","0","0","0","9","9","1","9","1","1","0","0","0","0","1","1","1","1","1","1","9","9","1","1","0","0","0","1","1","1","1","D/SD","No","low"
"4309","Male","Governnmental","Urban","1","1","0","0","0","0","0","0","9","9","9","9","9","9","0","0","0","1","0","0","9","9","1","1","9","9","9","9","0","0","0","1","9","9","9","D/SD","No","low"
"4310","Male","Governnmental","Urban","Intern (Emtyaz)","3","9","0","0","0","1","0","1","0","1","9","1","1","0","0","0","0","1","1","1","1","1","1","0","9","1","1","9","9","0","1","1","1","1","N","No","low"
"4311","Female","Governnmental","Urban","2","2","0","0","0","0","0","0","9","9","9","9","1","1","9","9","0","0","1","1","1","1","1","1","0","9","9","9","9","9","9","9","1","1","1","D/SD","No","low"
"4312","Male","Governnmental","Rural","5","1","0","0","0","0","0","0","9","9","9","9","1","1","0","0","0","9","9","9","9","9","1","1","9","9","1","1","0","0","9","1","9","1","9","D/SD","No","low"
"4313","Female","Governnmental","Rural","3","1","0","0","0","0","1","0","9","9","9","9","1","1","0","0","0","0","1","1","0","1","1","1","9","9","1","1","1","1","1","1","1","1","1","D/SD","No","low"
"4314","Female","Governnmental","Urban","5","1","0","0","0","0","0","0","9","9","9","9","1","1","0","0","0","9","1","1","9","9","1","1","9","9","1","1","0","0","0","1","1","1","1","D/SD","No","low"
"4315","Female","Governnmental","Urban","1","1","0","0","0","0","0","0","0","0","9","9","1","1","9","9","9","9","9","9","9","1","1","1","9","9","9","9","0","0","0","9","9","9","9","D/SD","No","low"
"4316","Female","Governnmental","Urban","1","2","0","0","0","0","0","0","9","9","9","9","1","1","0","0","0","0","1","1","1","1","1","1","0","9","1","1","9","9","0","1","1","1","1","D/SD","No","low"
"4317","Female","Governnmental","Urban","1","2","0","0","0","0","0","0","9","9","9","9","1","1","0","0","0","1","0","0","9","9","1","1","1","9","1","1","0","0","0","9","9","9","9","D/SD","No","low"
"4318","Female","Governnmental","Urban","4","3","9","0","0","0","0","0","9","9","9","9","1","1","9","9","0","9","9","9","9","9","1","1","9","9","9","9","9","9","9","9","9","9","9","N","No","low"
"4319","Male","Governnmental","Urban","6","2","0","0","0","0","1","0","9","9","1","9","1","1","0","0","0","1","9","9","9","1","1","1","1","9","1","1","0","0","0","9","1","1","0","D/SD","No","low"
"4320","Female","Governnmental","Urban","2","1","0","0","0","0","1","0","9","9","9","0","1","1","0","0","0","0","1","1","1","1","1","1","0","9","1","1","0","0","0","1","1","1","1","D/SD","No","low"
"4321","Female","Governnmental","Urban","Intern (Emtyaz)","3","9","0","0","0","1","0","9","9","9","9","1","1","0","0","0","1","9","9","9","9","1","1","9","9","1","9","0","0","0","9","9","9","9","N","No","low"
"4322","Female","Governnmental","Urban","5","2","0","0","0","0","0","0","9","9","9","9","9","9","0","0","9","9","9","9","9","1","1","1","9","9","1","1","0","0","0","9","9","9","9","D/SD","No","low"
"4323","Female","Governnmental","Rural","4","1","0","0","0","0","0","0","9","9","9","9","1","1","0","0","0","0","9","9","1","1","1","1","1","9","9","9","0","0","0","9","9","1","9","D/SD","No","low"
"4324","Female","Private","Rural","1","3","9","9","1","1","1","1","9","9","1","1","1","1","0","1","0","1","9","9","9","1","1","1","1","9","1","1","1","1","1","1","1","1","1","N","Yes","high/moderate"
"4325","Female","Governnmental","Urban","3","5","1","1","1","9","0","0","9","1","1","9","1","1","0","0","0","1","1","1","1","0","1","1","1","9","1","9","9","9","9","1","1","1","1","A/SA","No","low"
"4326","Female","Governnmental","Urban","4","1","0","0","0","0","0","0","9","9","9","9","1","1","0","0","0","9","1","1","1","1","1","1","9","9","1","1","0","0","0","1","9","9","9","D/SD","No","low"
"4327","Female","Governnmental","Rural","1","1","0","0","0","0","0","0","0","9","1","9","1","1","9","9","0","9","9","9","9","9","1","1","9","9","1","1","0","0","0","1","1","1","1","D/SD","No","low"
"4328","Male","Governnmental","Urban","Intern (Emtyaz)","3","9","0","0","0","1","0","9","9","1","1","1","1","0","0","0","1","0","0","1","1","1","1","9","9","1","1","0","0","0","1","1","1","1","N","No","low"
"4329","Male","Governnmental","Urban","4","2","0","0","0","0","0","0","9","9","9","9","1","1","9","9","9","9","9","9","9","9","1","9","9","9","9","9","0","0","0","9","9","9","9","D/SD","No","low"
"4330","Male","Governnmental","Rural","3","2","0","0","0","0","1","0","9","9","1","9","1","1","0","0","0","1","0","0","1","1","1","1","1","9","1","1","0","0","0","1","9","9","9","D/SD","No","low"
"4331","Female","Private","Urban","1","4","1","9","9","0","1","0","1","0","0","9","1","1","1","1","1","1","1","1","1","1","1","1","1","9","9","1","1","9","1","1","1","1","1","A/SA","No","low"
"4332","Female","Governnmental","Urban","2","4","1","0","9","0","0","0","9","9","9","9","1","1","0","0","0","1","0","0","1","1","0","0","1","9","1","1","1","1","1","9","1","0","0","A/SA","No","low"
"4333","Male","Governnmental","Rural","2","1","0","0","0","0","0","0","9","9","9","9","1","1","0","0","0","0","1","1","1","1","1","1","9","9","1","1","0","0","0","9","1","9","9","D/SD","No","low"
"4334","Female","Governnmental","Urban","1","3","9","0","0","0","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","9","1","9","1","1","9","1","1","9","9","N","Yes","low"
"4335","Female","Governnmental","Rural","3","3","9","0","0","0","1","0","9","9","1","9","1","1","0","0","0","0","1","1","1","1","1","1","0","9","1","1","0","0","0","1","1","1","1","N","No","low"
"4336","Male","Governnmental","Urban","6","1","0","0","0","0","0","0","9","9","9","9","1","1","0","0","0","9","9","9","1","1","1","1","9","9","9","9","0","0","0","9","9","9","9","D/SD","No","low"
"4337","Female","Governnmental","Rural","5","2","0","0","0","0","0","0","9","9","9","9","1","1","9","9","0","9","9","9","9","9","1","1","9","9","1","1","0","0","0","9","1","1","1","D/SD","No","low"
"4338","Female","Governnmental","Urban","6","2","0","0","0","0","1","0","9","9","1","0","1","1","0","0","0","0","1","1","1","1","1","1","9","9","1","1","0","0","0","1","1","1","0","D/SD","No","low"
"4339","Male","Governnmental","Urban","5","1","0","0","0","0","0","0","9","9","9","9","1","1","9","9","0","9","9","9","9","9","1","1","9","9","1","1","0","0","0","9","9","9","9","D/SD","No","low"
"4340","Male","Governnmental","Rural","Intern (Emtyaz)","3","9","0","0","0","1","0","9","9","1","1","1","1","0","0","0","0","1","1","1","1","1","1","0","9","1","1","0","0","0","1","1","1","1","N","No","low"
"4341","Female","Private","Urban","1","3","9","9","9","9","1","1","1","0","1","1","1","1","1","1","0","9","0","0","1","9","1","1","1","9","1","1","1","1","1","9","1","1","1","N","No","high/moderate"
"4342","Female","Governnmental","Urban","1","4","1","9","0","1","1","1","0","1","0","0","1","1","0","0","0","1","1","1","1","1","1","1","1","9","1","1","1","1","1","1","1","1","1","A/SA","Yes","low"
"4343","Female","Private","Urban","2","2","0","0","9","9","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","9","9","9","9","9","0","1","1","1","1","D/SD","No","high/moderate"
"4344","Female","Governnmental","Urban","2","5","1","1","9","9","0","0","9","0","9","9","1","1","0","0","9","0","1","1","1","9","1","1","0","9","1","1","1","1","1","0","1","1","1","A/SA","No","low"
"4345","Female","Governnmental","Rural","2","2","0","0","0","0","0","0","9","9","9","9","1","1","0","0","0","1","1","1","1","1","1","1","9","9","9","9","0","0","0","1","1","1","1","D/SD","No","low"
"4346","Male","Governnmental","Urban","2","1","0","0","0","0","0","0","9","9","9","9","1","9","0","0","0","1","0","0","9","9","1","9","1","9","1","9","0","0","0","9","9","9","9","D/SD","No","low"
"4347","Male","Governnmental","Rural","1","1","0","0","0","0","0","0","1","1","1","1","1","1","0","0","0","1","0","0","1","1","1","1","1","9","1","1","0","0","0","1","1","1","1","D/SD","No","low"
"4348","Male","Governnmental","Urban","1","4","1","9","9","9","1","0","9","0","1","1","1","1","0","0","0","9","1","1","1","9","1","1","0","9","1","1","1","1","1","1","1","1","1","A/SA","No","low"
"4349","Female","Governnmental","Urban","3","4","1","9","9","9","0","0","9","9","9","9","1","1","9","0","9","1","0","1","1","9","9","1","1","9","1","1","1","1","1","1","9","9","9","A/SA","No","low"
"4350","Female","Governnmental","Urban","3","5","1","0","1","1","1","1","0","1","1","1","1","1","9","0","0","9","9","9","1","1","1","1","9","9","9","9","0","9","9","1","1","1","1","A/SA","No","high/moderate"
