"","gender","university","living_zone","grade_merged","knowledge_merged","tech_merged","ai_training"
"3850","Female","Governnmental","Urban","Academic years","low","D/SD","No"
"3851","Female","Governnmental","Urban","Academic years","low","N","No"
"3852","Female","Governnmental","Rural","Academic years","high/moderate","D/SD","No"
"3853","Male","Governnmental","Urban","Academic years","low","N","No"
"3854","Female","Governnmental","Urban","Academic years","low","N","No"
"3855","Female","Governnmental","Urban","Academic years","low","D/SD","No"
"3856","Male","Governnmental","Urban","Academic years","high/moderate","A/SA","No"
"3857","Female","Private","Urban","Clinical Years","high/moderate","A/SA","No"
"3858","Male","Governnmental","Urban","Academic years","low","D/SD","No"
"3859","Female","Governnmental","Rural","Academic years","low","D/SD","No"
"3860","Male","Governnmental","Urban","Clinical Years","low","A/SA","No"
"3861","Female","Governnmental","Urban","Academic years","low","N","No"
"3862","Female","Governnmental","Urban","Academic years","high/moderate","A/SA","No"
"3863","Male","Governnmental","Urban","Clinical Years","low","A/SA","No"
"3864","Male","Governnmental","Rural","Clinical Years","low","D/SD","No"
"3865","Female","Governnmental","Rural","Clinical Years","low","D/SD","No"
"3866","Female","Governnmental","Urban","Academic years","low","D/SD","No"
"3867","Female","Governnmental","Rural","Academic years","low","D/SD","No"
"3868","Female","Private","Urban","Academic years","high/moderate","A/SA","Yes"
"3869","Female","Governnmental","Urban","Academic years","low","N","No"
"3870","Female","Governnmental","Rural","Clinical Years","low","D/SD","No"
"3871","Female","Governnmental","Rural","Academic years","low","N","No"
"3872","Female","Governnmental","Urban","Academic years","low","D/SD","No"
"3873","Female","Governnmental","Urban","Academic years","high/moderate","A/SA","Yes"
"3874","Male","Governnmental","Urban","Academic years","low","N","No"
"3875","Female","Governnmental","Urban","Academic years","low","N","No"
"3876","Female","Governnmental","Urban","Academic years","low","D/SD","No"
"3877","Female","Governnmental","Urban","Academic years","low","D/SD","No"
"3878","Female","Governnmental","Urban","Academic years","low","D/SD","No"
"3879","Male","Governnmental","Urban","Academic years","low","D/SD","No"
"3880","Male","Governnmental","Urban","Academic years","low","D/SD","No"
"3881","Male","Governnmental","Urban","Academic years","low","N","No"
"3882","Female","Governnmental","Urban","Academic years","low","D/SD","No"
"3883","Female","Governnmental","Urban","Academic years","low","D/SD","No"
"3884","Female","Governnmental","Urban","Academic years","low","D/SD","No"
"3885","Female","Governnmental","Urban","Academic years","low","D/SD","No"
"3886","Female","Governnmental","Urban","Academic years","low","N","No"
"3887","Female","Governnmental","Urban","Academic years","low","N","No"
"3888","Male","Governnmental","Urban","Academic years","low","N","No"
"3889","Female","Governnmental","Urban","Clinical Years","low","D/SD","No"
"3890","Female","Governnmental","Urban","Academic years","low","D/SD","No"
"3891","Male","Governnmental","Rural","Academic years","low","D/SD","No"
"3892","Female","Governnmental","Rural","Academic years","low","D/SD","No"
"3893","Male","Governnmental","Rural","Academic years","low","D/SD","No"
"3894","Female","Governnmental","Urban","Academic years","low","N","No"
"3895","Female","Governnmental","Urban","Academic years","low","N","No"
"3896","Female","Governnmental","Urban","Academic years","low","N","No"
"3897","Female","Governnmental","Urban","Academic years","low","A/SA","No"
"3898","Female","Governnmental","Rural","Clinical Years","low","D/SD","Yes"
"3899","Female","Governnmental","Urban","Academic years","low","N","No"
"3900","Female","Governnmental","Urban","Clinical Years","low","D/SD","No"
"3901","Female","Governnmental","Urban","Academic years","low","A/SA","No"
"3902","Female","Governnmental","Urban","Academic years","low","N","No"
"3903","Female","Governnmental","Urban","Academic years","low","D/SD","No"
"3904","Female","Governnmental","Rural","Clinical Years","low","A/SA","No"
"3905","Female","Governnmental","Urban","Academic years","low","N","No"
"3906","Male","Governnmental","Rural","Academic years","low","D/SD","No"
"3907","Female","Governnmental","Urban","Academic years","low","N","No"
"3908","Male","Governnmental","Rural","Academic years","low","N","No"
"3909","Female","Governnmental","Urban","Academic years","low","N","No"
"3910","Female","Governnmental","Urban","Academic years","low","D/SD","No"
"3911","Female","Governnmental","Urban","Academic years","low","N","No"
"3912","Female","Governnmental","Rural","Clinical Years","low","N","Yes"
"3913","Female","Governnmental","Rural","Clinical Years","low","D/SD","No"
"3914","Female","Governnmental","Urban","Academic years","low","N","No"
"3915","Female","Governnmental","Urban","Academic years","low","N","No"
"3916","Female","Governnmental","Rural","Academic years","low","D/SD","No"
"3917","Female","Governnmental","Urban","Academic years","low","D/SD","No"
"3918","Female","Governnmental","Urban","Academic years","low","D/SD","No"
"3919","Female","Governnmental","Urban","Academic years","low","A/SA","No"
"3920","Female","Governnmental","Urban","Academic years","low","N","No"
"3921","Male","Governnmental","Urban","Academic years","low","A/SA","No"
"3922","Female","Governnmental","Urban","Academic years","low","N","No"
"3923","Female","Governnmental","Urban","Academic years","low","D/SD","No"
"3924","Male","Governnmental","Rural","Academic years","low","D/SD","No"
"3925","Female","Governnmental","Urban","Academic years","low","N","No"
"3926","Female","Governnmental","Urban","Clinical Years","low","N","No"
"3927","Female","Governnmental","Urban","Academic years","low","N","No"
"3928","Female","Governnmental","Urban","Academic years","low","N","No"
"3929","Male","Governnmental","Rural","Clinical Years","low","A/SA","No"
"3930","Female","Governnmental","Urban","Academic years","low","N","No"
"3931","Female","Governnmental","Urban","Academic years","low","D/SD","No"
"3932","Female","Governnmental","Urban","Academic years","low","N","No"
"3933","Male","Governnmental","Urban","Academic years","low","N","No"
"3934","Female","Governnmental","Urban","Academic years","low","D/SD","No"
"3935","Male","Governnmental","Urban","Academic years","low","N","No"
"3936","Female","Governnmental","Urban","Clinical Years","high/moderate","A/SA","No"
"3937","Male","Governnmental","Urban","Academic years","low","N","No"
"3938","Female","Governnmental","Urban","Academic years","low","D/SD","No"
"3939","Female","Governnmental","Urban","Academic years","low","D/SD","No"
"3940","Female","Governnmental","Urban","Academic years","low","N","No"
"3941","Female","Private","Urban","Academic years","low","D/SD","No"
"3942","Female","Governnmental","Rural","Academic years","low","D/SD","No"
"3943","Female","Governnmental","Urban","Academic years","low","N","No"
"3944","Female","Governnmental","Urban","Academic years","low","D/SD","No"
"3945","Female","Governnmental","Urban","Academic years","low","D/SD","No"
"3946","Female","Governnmental","Urban","Academic years","low","D/SD","No"
"3947","Male","Governnmental","Urban","Academic years","low","D/SD","No"
"3948","Female","Governnmental","Urban","Academic years","high/moderate","A/SA","No"
"3949","Female","Governnmental","Urban","Clinical Years","low","D/SD","No"
"3950","Female","Governnmental","Urban","Academic years","low","A/SA","No"
"3951","Female","Governnmental","Rural","Academic years","low","D/SD","No"
"3952","Female","Governnmental","Urban","Academic years","low","N","No"
"3953","Male","Governnmental","Urban","Academic years","low","N","No"
"3954","Female","Governnmental","Urban","Academic years","low","D/SD","No"
"3955","Female","Governnmental","Rural","Academic years","low","D/SD","No"
"3956","Female","Governnmental","Urban","Academic years","low","D/SD","No"
"3957","Female","Governnmental","Urban","Clinical Years","low","N","No"
"3958","Female","Governnmental","Urban","Clinical Years","low","N","No"
"3959","Female","Governnmental","Urban","Clinical Years","low","N","No"
"3960","Female","Private","Rural","Academic years","low","D/SD","No"
"3961","Female","Governnmental","Urban","Academic years","low","N","No"
"3962","Male","Governnmental","Urban","Academic years","low","N","No"
"3963","Male","Governnmental","Urban","Academic years","low","A/SA","No"
"3964","Female","Governnmental","Urban","Clinical Years","low","D/SD","No"
"3965","Male","Governnmental","Urban","Academic years","high/moderate","N","No"
"3966","Female","Governnmental","Urban","Academic years","low","D/SD","No"
"3967","Female","Governnmental","Rural","Clinical Years","low","N","No"
"3968","Female","Governnmental","Urban","Academic years","low","D/SD","No"
"3969","Female","Governnmental","Urban","Clinical Years","low","D/SD","No"
"3970","Female","Governnmental","Urban","Clinical Years","low","N","No"
"3971","Female","Governnmental","Urban","Academic years","low","D/SD","No"
"3972","Male","Governnmental","Urban","Clinical Years","low","N","No"
"3973","Female","Governnmental","Rural","Clinical Years","low","N","No"
"3974","Male","Governnmental","Urban","Academic years","low","D/SD","No"
"3975","Female","Governnmental","Rural","Academic years","low","D/SD","No"
"3976","Male","Governnmental","Urban","Clinical Years","low","D/SD","No"
"3977","Female","Governnmental","Urban","Clinical Years","low","D/SD","No"
"3978","Female","Governnmental","Urban","Clinical Years","low","D/SD","No"
"3979","Male","Governnmental","Rural","Academic years","low","N","No"
"3980","Female","Governnmental","Urban","Academic years","low","D/SD","No"
"3981","Female","Governnmental","Rural","Clinical Years","low","N","No"
"3982","Female","Governnmental","Urban","Academic years","low","D/SD","No"
"3983","Female","Governnmental","Urban","Clinical Years","low","D/SD","No"
"3984","Female","Governnmental","Urban","Clinical Years","low","A/SA","No"
"3985","Female","Governnmental","Rural","Academic years","low","A/SA","No"
"3986","Female","Governnmental","Rural","Academic years","low","A/SA","No"
"3987","Male","Governnmental","Urban","Academic years","low","D/SD","No"
"3988","Male","Governnmental","Urban","Academic years","low","D/SD","No"
"3989","Male","Governnmental","Urban","Academic years","low","D/SD","No"
"3990","Male","Governnmental","Urban","Clinical Years","low","D/SD","No"
"3991","Male","Governnmental","Rural","Clinical Years","low","D/SD","No"
"3992","Female","Governnmental","Urban","Clinical Years","low","N","No"
"3993","Female","Governnmental","Urban","Clinical Years","low","A/SA","No"
"3994","Female","Governnmental","Urban","Academic years","low","D/SD","No"
"3995","Female","Governnmental","Urban","Academic years","low","D/SD","No"
"3996","Female","Governnmental","Urban","Academic years","low","D/SD","No"
"3997","Female","Governnmental","Urban","Clinical Years","low","A/SA","No"
"3998","Male","Governnmental","Urban","Clinical Years","low","N","No"
"3999","Female","Governnmental","Rural","Clinical Years","low","N","No"
"4000","Female","Governnmental","Urban","Academic years","low","D/SD","No"
"4001","Female","Governnmental","Rural","Clinical Years","low","D/SD","No"
"4002","Female","Governnmental","Rural","Clinical Years","high/moderate","A/SA","No"
"4003","Female","Governnmental","Rural","Clinical Years","low","D/SD","No"
"4004","Male","Governnmental","Urban","Clinical Years","low","N","No"
"4005","Male","Governnmental","Rural","Academic years","low","A/SA","No"
"4006","Female","Governnmental","Urban","Academic years","low","N","No"
"4007","Female","Governnmental","Rural","Academic years","high/moderate","A/SA","No"
"4008","Female","Governnmental","Urban","Academic years","low","D/SD","No"
"4009","Female","Governnmental","Urban","Clinical Years","low","N","No"
"4010","Female","Governnmental","Urban","Clinical Years","low","N","No"
"4011","Male","Governnmental","Urban","Academic years","low","D/SD","No"
"4012","Female","Governnmental","Urban","Academic years","low","D/SD","No"
"4013","Female","Governnmental","Rural","Clinical Years","low","D/SD","No"
"4014","Male","Governnmental","Urban","Academic years","low","N","No"
"4015","Male","Governnmental","Urban","Clinical Years","low","D/SD","No"
"4016","Male","Governnmental","Urban","Clinical Years","low","D/SD","No"
"4017","Female","Governnmental","Urban","Clinical Years","low","D/SD","No"
"4018","Female","Governnmental","Rural","Academic years","low","A/SA","No"
"4019","Female","Governnmental","Urban","Clinical Years","low","D/SD","No"
"4020","Male","Governnmental","Urban","Clinical Years","low","D/SD","No"
"4021","Female","Governnmental","Urban","Academic years","low","N","No"
"4022","Female","Governnmental","Rural","Clinical Years","low","D/SD","No"
"4023","Female","Governnmental","Urban","Academic years","low","A/SA","No"
"4024","Female","Governnmental","Urban","Academic years","low","N","No"
"4025","Male","Governnmental","Urban","Academic years","low","N","No"
"4026","Female","Governnmental","Urban","Clinical Years","low","D/SD","No"
"4027","Male","Governnmental","Rural","Academic years","low","D/SD","No"
"4028","Male","Governnmental","Urban","Clinical Years","low","A/SA","No"
"4029","Female","Governnmental","Urban","Academic years","low","N","No"
"4030","Female","Governnmental","Rural","Academic years","low","D/SD","No"
"4031","Male","Governnmental","Urban","Academic years","low","N","No"
"4032","Male","Governnmental","Urban","Academic years","low","D/SD","No"
"4033","Female","Governnmental","Urban","Academic years","low","N","No"
"4034","Female","Governnmental","Urban","Clinical Years","low","D/SD","No"
"4035","Female","Governnmental","Rural","Academic years","low","D/SD","No"
"4036","Female","Governnmental","Rural","Academic years","low","A/SA","No"
"4037","Female","Governnmental","Urban","Academic years","low","D/SD","No"
"4038","Male","Governnmental","Urban","Academic years","low","N","No"
"4039","Female","Governnmental","Urban","Academic years","low","A/SA","No"
"4040","Female","Governnmental","Urban","Academic years","high/moderate","A/SA","No"
"4041","Female","Governnmental","Urban","Academic years","low","N","No"
"4042","Female","Governnmental","Urban","Clinical Years","low","A/SA","No"
"4043","Female","Governnmental","Urban","Clinical Years","low","D/SD","No"
"4044","Male","Governnmental","Urban","Clinical Years","low","D/SD","No"
"4045","Female","Governnmental","Urban","Clinical Years","low","N","No"
"4046","Female","Governnmental","Rural","Clinical Years","low","D/SD","No"
"4047","Female","Governnmental","Rural","Academic years","low","D/SD","No"
"4048","Male","Governnmental","Urban","Clinical Years","low","N","No"
"4049","Female","Governnmental","Urban","Academic years","low","N","No"
"4050","Female","Governnmental","Urban","Clinical Years","low","D/SD","No"
"4051","Female","Governnmental","Urban","Clinical Years","low","A/SA","No"
"4052","Female","Governnmental","Rural","Clinical Years","low","D/SD","No"
"4053","Female","Governnmental","Urban","Academic years","low","A/SA","No"
"4054","Female","Governnmental","Urban","Academic years","low","D/SD","No"
"4055","Male","Governnmental","Urban","Academic years","low","N","No"
"4056","Female","International","Urban","Academic years","high/moderate","A/SA","No"
"4057","Female","International","Rural","Academic years","low","A/SA","No"
"4058","Male","Private","Urban","Academic years","low","A/SA","No"
"4059","Male","Governnmental","Urban","Academic years","high/moderate","N","No"
"4060","Female","Governnmental","Urban","Academic years","low","N","No"
"4061","Female","Governnmental","Urban","Academic years","low","D/SD","No"
"4062","Female","Governnmental","Urban","Academic years","low","N","No"
"4063","Female","Governnmental","Rural","Academic years","low","N","No"
"4064","Male","Governnmental","Urban","Academic years","low","A/SA","Yes"
"4065","Male","Governnmental","Urban","Clinical Years","low","N","No"
"4066","Male","Governnmental","Urban","Academic years","low","D/SD","No"
"4067","Female","Governnmental","Urban","Clinical Years","low","D/SD","No"
"4068","Male","Governnmental","Urban","Clinical Years","low","N","No"
"4069","Male","Governnmental","Urban","Clinical Years","low","D/SD","No"
"4070","Female","Governnmental","Urban","Clinical Years","low","N","No"
"4071","Male","Governnmental","Urban","Academic years","low","A/SA","No"
"4072","Female","Governnmental","Urban","Clinical Years","low","D/SD","No"
"4073","Male","Governnmental","Rural","Clinical Years","low","D/SD","No"
"4074","Male","Governnmental","Urban","Clinical Years","low","N","No"
"4075","Female","Governnmental","Urban","Clinical Years","low","D/SD","No"
"4076","Male","Governnmental","Rural","Clinical Years","low","D/SD","No"
"4077","Male","Governnmental","Urban","Academic years","low","A/SA","No"
"4078","Male","Governnmental","Urban","Clinical Years","low","D/SD","No"
"4079","Female","Governnmental","Rural","Clinical Years","low","D/SD","No"
"4080","Female","Governnmental","Rural","Clinical Years","low","D/SD","No"
"4081","Female","Governnmental","Urban","Clinical Years","low","D/SD","No"
"4082","Male","Governnmental","Urban","Academic years","low","D/SD","No"
"4083","Male","Governnmental","Rural","Academic years","low","D/SD","No"
"4084","Female","Governnmental","Urban","Clinical Years","low","N","No"
"4085","Female","Governnmental","Urban","Clinical Years","low","N","No"
"4086","Male","Private","Urban","Clinical Years","high/moderate","A/SA","Yes"
"4087","Female","Governnmental","Urban","Clinical Years","low","A/SA","No"
"4088","Male","Governnmental","Urban","Academic years","low","D/SD","No"
"4089","Female","Governnmental","Urban","Clinical Years","low","D/SD","No"
"4090","Male","Governnmental","Rural","Academic years","low","N","No"
"4091","Male","Governnmental","Urban","Clinical Years","low","D/SD","No"
"4092","Female","Governnmental","Urban","Academic years","low","D/SD","No"
"4093","Male","Governnmental","Urban","Clinical Years","low","N","No"
"4094","Female","Governnmental","Urban","Academic years","high/moderate","N","No"
"4095","Female","Governnmental","Rural","Academic years","low","A/SA","No"
"4096","Male","Governnmental","Rural","Academic years","low","D/SD","No"
"4097","Female","Governnmental","Rural","Academic years","low","N","No"
"4098","Male","Governnmental","Rural","Clinical Years","low","N","No"
"4099","Male","Governnmental","Urban","Academic years","low","D/SD","No"
"4100","Female","Governnmental","Urban","Clinical Years","low","N","No"
"4101","Male","Governnmental","Rural","Academic years","low","D/SD","No"
"4102","Male","Governnmental","Rural","Clinical Years","low","A/SA","No"
"4103","Male","International","Urban","Academic years","low","A/SA","No"
"4104","Female","Governnmental","Urban","Academic years","low","N","No"
"4105","Female","Governnmental","Urban","Academic years","high/moderate","A/SA","No"
"4106","Male","Governnmental","Urban","Academic years","low","D/SD","No"
"4107","Male","Governnmental","Urban","Clinical Years","low","D/SD","No"
"4108","Female","Governnmental","Urban","Clinical Years","low","D/SD","No"
"4109","Female","Governnmental","Urban","Academic years","low","A/SA","No"
"4110","Male","Governnmental","Urban","Academic years","low","A/SA","No"
"4111","Female","Governnmental","Rural","Academic years","low","D/SD","No"
"4112","Female","International","Urban","Clinical Years","low","N","No"
"4113","Female","Governnmental","Urban","Academic years","low","A/SA","No"
"4114","Female","Governnmental","Rural","Academic years","low","D/SD","No"
"4115","Female","Governnmental","Rural","Academic years","high/moderate","A/SA","No"
"4116","Male","International","Urban","Academic years","low","A/SA","Yes"
"4117","Female","Governnmental","Urban","Clinical Years","low","N","No"
"4118","Female","International","Urban","Clinical Years","low","N","No"
"4119","Female","Governnmental","Urban","Academic years","low","D/SD","No"
"4120","Female","Governnmental","Urban","Clinical Years","low","D/SD","No"
"4121","Female","Private","Urban","Academic years","low","A/SA","No"
"4122","Female","Governnmental","Urban","Academic years","low","D/SD","No"
"4123","Male","Governnmental","Urban","Academic years","low","N","Yes"
"4124","Female","Governnmental","Rural","Academic years","high/moderate","A/SA","Yes"
"4125","Female","Governnmental","Urban","Clinical Years","low","D/SD","No"
"4126","Female","International","Urban","Academic years","low","N","No"
"4127","Female","Governnmental","Urban","Clinical Years","low","A/SA","No"
"4128","Female","Governnmental","Urban","Academic years","low","N","No"
"4129","Male","Governnmental","Urban","Academic years","low","A/SA","No"
"4130","Male","Private","Rural","Academic years","low","D/SD","No"
"4131","Female","Governnmental","Rural","Academic years","low","D/SD","No"
"4132","Female","Private","Urban","Academic years","low","N","No"
"4133","Female","Governnmental","Urban","Clinical Years","low","N","No"
"4134","Female","Private","Urban","Academic years","low","N","No"
"4135","Female","Private","Urban","Academic years","low","D/SD","No"
"4136","Male","Private","Urban","Academic years","low","N","No"
"4137","Female","Governnmental","Urban","Academic years","low","N","No"
"4138","Female","Governnmental","Urban","Clinical Years","low","A/SA","No"
"4139","Male","Governnmental","Urban","Clinical Years","low","D/SD","No"
"4140","Female","Governnmental","Rural","Academic years","low","D/SD","No"
"4141","Female","Governnmental","Urban","Academic years","low","D/SD","No"
"4142","Male","Governnmental","Urban","Clinical Years","low","D/SD","No"
"4143","Male","Governnmental","Urban","Academic years","low","D/SD","No"
"4144","Male","Governnmental","Urban","Clinical Years","low","D/SD","No"
"4145","Male","Governnmental","Urban","Academic years","low","D/SD","No"
"4146","Female","Governnmental","Urban","Academic years","low","D/SD","No"
"4147","Female","Governnmental","Urban","Clinical Years","low","D/SD","No"
"4148","Male","Governnmental","Urban","Clinical Years","low","D/SD","No"
"4149","Male","Governnmental","Urban","Academic years","low","N","No"
"4150","Female","Private","Urban","Academic years","low","D/SD","No"
"4151","Female","Private","Rural","Academic years","low","A/SA","No"
"4152","Female","Governnmental","Urban","Academic years","low","N","No"
"4153","Female","Governnmental","Urban","Academic years","low","D/SD","No"
"4154","Female","Private","Rural","Academic years","low","N","No"
"4155","Female","Private","Urban","Academic years","low","N","Yes"
"4156","Female","Governnmental","Urban","Academic years","low","D/SD","No"
"4157","Male","Governnmental","Urban","Clinical Years","low","D/SD","No"
"4158","Female","Governnmental","Urban","Clinical Years","low","D/SD","No"
"4159","Female","Governnmental","Urban","Clinical Years","low","D/SD","No"
"4160","Female","Governnmental","Rural","Academic years","low","D/SD","No"
"4161","Female","Governnmental","Urban","Clinical Years","low","D/SD","No"
"4162","Female","Governnmental","Rural","Academic years","low","D/SD","No"
"4163","Female","Governnmental","Urban","Clinical Years","low","N","No"
"4164","Female","Governnmental","Urban","Clinical Years","low","N","No"
"4165","Female","Governnmental","Urban","Clinical Years","low","D/SD","No"
"4166","Female","Governnmental","Urban","Clinical Years","low","D/SD","No"
"4167","Male","Governnmental","Rural","Academic years","low","D/SD","No"
"4168","Female","Governnmental","Urban","Clinical Years","low","D/SD","No"
"4169","Female","Governnmental","Urban","Academic years","low","N","No"
"4170","Female","Governnmental","Urban","Academic years","low","D/SD","No"
"4171","Male","Governnmental","Urban","Academic years","low","A/SA","Yes"
"4172","Male","Governnmental","Urban","Academic years","low","N","No"
"4173","Male","Private","Rural","Academic years","low","A/SA","No"
"4174","Female","Governnmental","Rural","Clinical Years","low","D/SD","No"
"4175","Female","Governnmental","Urban","Academic years","low","A/SA","No"
"4176","Female","Governnmental","Urban","Academic years","low","N","No"
"4177","Female","Governnmental","Urban","Academic years","low","N","No"
"4178","Female","Governnmental","Urban","Academic years","low","N","No"
"4179","Female","Governnmental","Urban","Academic years","low","N","No"
"4180","Female","Governnmental","Urban","Academic years","low","N","No"
"4181","Female","Governnmental","Urban","Academic years","low","N","No"
"4182","Female","Governnmental","Rural","Clinical Years","high/moderate","A/SA","Yes"
"4183","Female","Governnmental","Urban","Clinical Years","low","D/SD","No"
"4184","Female","Governnmental","Urban","Academic years","low","N","No"
"4185","Female","Governnmental","Urban","Academic years","low","N","No"
"4186","Male","Governnmental","Urban","Clinical Years","low","N","No"
"4187","Female","Governnmental","Urban","Clinical Years","low","N","No"
"4188","Female","Governnmental","Urban","Clinical Years","low","N","No"
"4189","Female","Governnmental","Urban","Academic years","low","D/SD","Yes"
"4190","Female","Governnmental","Urban","Clinical Years","low","A/SA","No"
"4191","Male","Governnmental","Urban","Academic years","low","A/SA","No"
"4192","Female","Governnmental","Urban","Clinical Years","low","D/SD","No"
"4193","Male","Governnmental","Urban","Clinical Years","low","N","No"
"4194","Female","Governnmental","Urban","Clinical Years","low","D/SD","No"
"4195","Male","Governnmental","Rural","Academic years","low","D/SD","No"
"4196","Female","Governnmental","Rural","Academic years","low","D/SD","No"
"4197","Female","Governnmental","Urban","Academic years","low","A/SA","No"
"4198","Female","Governnmental","Urban","Clinical Years","low","D/SD","No"
"4199","Male","Governnmental","Urban","Academic years","low","A/SA","No"
"4200","Male","Governnmental","Urban","Clinical Years","low","D/SD","No"
"4201","Male","Governnmental","Urban","Academic years","low","D/SD","No"
"4202","Female","Governnmental","Urban","Academic years","low","D/SD","No"
"4203","Female","Governnmental","Urban","Academic years","low","D/SD","No"
"4204","Female","Private","Rural","Clinical Years","low","N","No"
"4205","Female","Governnmental","Rural","Clinical Years","low","N","No"
"4206","Male","International","Rural","Academic years","low","N","No"
"4207","Female","Governnmental","Urban","Academic years","high/moderate","A/SA","No"
"4208","Female","Private","Urban","Academic years","low","A/SA","No"
"4209","Male","Private","Urban","Academic years","low","A/SA","No"
"4210","Female","Governnmental","Urban","Clinical Years","low","A/SA","No"
"4211","Male","Private","Rural","Academic years","low","N","No"
"4212","Female","Private","Urban","Academic years","low","N","No"
"4213","Male","Private","Rural","Academic years","low","A/SA","No"
"4214","Female","Governnmental","Urban","Academic years","high/moderate","N","Yes"
"4215","Female","Governnmental","Urban","Academic years","low","D/SD","No"
"4216","Female","Private","Urban","Academic years","low","A/SA","No"
"4217","Male","Private","Urban","Academic years","high/moderate","A/SA","No"
"4218","Female","Private","Urban","Academic years","low","A/SA","No"
"4219","Female","Private","Urban","Academic years","low","A/SA","No"
"4220","Male","Governnmental","Urban","Academic years","low","A/SA","No"
"4221","Female","Governnmental","Rural","Academic years","low","N","No"
"4222","Female","Private","Rural","Academic years","low","A/SA","No"
"4223","Female","Private","Rural","Academic years","low","N","Yes"
"4224","Female","Private","Urban","Academic years","low","N","No"
"4225","Female","Private","Urban","Academic years","low","D/SD","No"
"4226","Female","International","Urban","Academic years","low","A/SA","No"
"4227","Male","Private","Rural","Academic years","low","A/SA","No"
"4228","Female","Governnmental","Rural","Academic years","low","N","No"
"4229","Female","Private","Urban","Academic years","low","N","No"
"4230","Female","Private","Urban","Academic years","low","N","No"
"4231","Female","Governnmental","Rural","Academic years","high/moderate","N","Yes"
"4232","Female","Private","Rural","Academic years","low","D/SD","No"
"4233","Female","Private","Urban","Academic years","low","N","No"
"4234","Female","Private","Urban","Academic years","high/moderate","A/SA","No"
"4235","Male","Private","Urban","Academic years","low","D/SD","No"
"4236","Female","Governnmental","Urban","Academic years","high/moderate","N","Yes"
"4237","Female","Private","Urban","Academic years","low","N","No"
"4238","Female","Governnmental","Urban","Academic years","low","N","No"
"4239","Female","Private","Urban","Academic years","low","A/SA","No"
"4240","Male","Private","Urban","Academic years","low","A/SA","No"
"4241","Female","Governnmental","Rural","Academic years","low","D/SD","No"
"4242","Male","Private","Rural","Academic years","high/moderate","A/SA","No"
"4243","Female","Private","Rural","Academic years","low","D/SD","No"
"4244","Female","Private","Rural","Academic years","low","D/SD","No"
"4245","Male","Private","Urban","Academic years","low","A/SA","No"
"4246","Female","Governnmental","Rural","Clinical Years","low","D/SD","No"
"4247","Female","Private","Urban","Academic years","low","N","No"
"4248","Male","Private","Rural","Academic years","low","A/SA","No"
"4249","Female","Private","Urban","Academic years","low","N","No"
"4250","Male","Private","Rural","Academic years","low","N","No"
"4251","Female","Private","Urban","Academic years","low","D/SD","No"
"4252","Female","Private","Urban","Academic years","low","D/SD","No"
"4253","Female","Governnmental","Urban","Academic years","low","N","No"
"4254","Female","Private","Urban","Academic years","low","N","No"
"4255","Male","Governnmental","Rural","Academic years","low","D/SD","No"
"4256","Female","Private","Rural","Clinical Years","low","D/SD","No"
"4257","Female","Private","Rural","Clinical Years","high/moderate","N","No"
"4258","Female","Governnmental","Urban","Academic years","low","A/SA","No"
"4259","Male","Governnmental","Rural","Academic years","high/moderate","A/SA","No"
"4260","Female","Governnmental","Urban","Academic years","low","N","No"
"4261","Male","Private","Rural","Academic years","low","D/SD","No"
"4262","Male","Private","Urban","Academic years","low","N","No"
"4263","Female","Governnmental","Urban","Academic years","high/moderate","N","No"
"4264","Female","Private","Urban","Academic years","high/moderate","A/SA","No"
"4265","Female","Private","Urban","Academic years","low","N","No"
"4266","Female","Private","Urban","Academic years","low","D/SD","No"
"4267","Female","Governnmental","Urban","Clinical Years","low","D/SD","No"
"4268","Male","Private","Rural","Clinical Years","low","N","No"
"4269","Male","Governnmental","Rural","Clinical Years","low","D/SD","No"
"4270","Female","Governnmental","Rural","Academic years","low","D/SD","No"
"4271","Female","Governnmental","Urban","Clinical Years","low","D/SD","No"
"4272","Female","Governnmental","Urban","Clinical Years","low","D/SD","No"
"4273","Female","Private","Rural","Academic years","low","A/SA","No"
"4274","Male","Governnmental","Urban","Academic years","low","N","No"
"4275","Female","Governnmental","Rural","Clinical Years","low","D/SD","No"
"4276","Female","Governnmental","Urban","Clinical Years","low","D/SD","No"
"4277","Female","Governnmental","Urban","Clinical Years","low","D/SD","No"
"4278","Male","Governnmental","Urban","Academic years","low","D/SD","No"
"4279","Female","Private","Urban","Academic years","low","N","No"
"4280","Female","Private","Rural","Academic years","low","N","No"
"4281","Female","Governnmental","Urban","Clinical Years","low","N","No"
"4282","Female","Governnmental","Urban","Academic years","low","N","No"
"4283","Female","Governnmental","Urban","Academic years","low","N","No"
"4284","Female","Private","Urban","Academic years","low","N","No"
"4285","Female","Governnmental","Urban","Clinical Years","low","D/SD","No"
"4286","Female","Private","Rural","Academic years","low","N","No"
"4287","Male","International","Urban","Clinical Years","low","N","No"
"4288","Female","Private","Urban","Academic years","low","A/SA","No"
"4289","Female","Private","Rural","Academic years","low","N","No"
"4290","Female","Private","Rural","Academic years","low","N","No"
"4291","Female","Private","Urban","Academic years","high/moderate","A/SA","Yes"
"4292","Female","Private","Urban","Academic years","low","N","No"
"4293","Female","Private","Urban","Academic years","high/moderate","N","Yes"
"4294","Male","Private","Urban","Academic years","high/moderate","N","No"
