"","X6.I.consider.myself.a.tech.savvy..well.informed.about.or.proficient.in.the.use.of.modern.technology..especially.computers.","X7.I.have.an.understanding.of.the.basic.computational.principles.of.artificial.intelligence..AI.","X8.I.am.comfortable.with.the.nomenclature.related.to.artificial.intelligence","X9.I.have.an.understanding.of.the.limitations.of.artificial.intelligence","X10.Deep.Learning..and..Artificial.Intelligence..are.currently.being.broadly.discussed.in.the.radiological.community...Were.you.already.aware.of.these.topics.in.radiology..","X11.Deep.Learning..and..Artificial.Intelligence..are.currently.being.broadly.discussed.in.the.radiological.community...Do.you.personally.have.a.basic.understanding.of.the.technologies.used.in.these.topics..","X13.The.following.questions.test.your.understanding.of.deep.learning..a.subtype.of.artificial.intelligence....Deep.learning.is.a.class.of.machine.learning.algorithms.that.use.multiple.layers.of.neural.networks..","X14.The.following.questions.test.your.understanding.of.deep.learning..a.subtype.of.artificial.intelligence....Deep.learning.methods.learn.directly.from.data..without.the.need.for.manual.feature.extraction..","X15.The.following.questions.test.your.understanding.of.deep.learning..a.subtype.of.artificial.intelligence....Application.of.deep.learning.in.radiology.requires.large.databases.of.labeled.medical.images..","X16.The.following.questions.test.your.understanding.of.deep.learning..a.subtype.of.artificial.intelligence....Deep.learning.systems.are.often.opaque..it.can.be.difficult.to.delineate.the.underlying..thought.process...","X17.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...Artificial.intelligence.will.revolutionize.radiology.","X18.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...Artificial.intelligence.will.revolutionize.medicine.in.general.","X19.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...The.human.radiologist.will.be.replaced.in.the.foreseeable.future.","X20.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...The.human..non.interventional..physician.will.be.replaced.in.the.foreseeable.future.","X21.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...In.the.foreseeable.future..all.physicians.will.be.replaced.","X22.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...These.developments.frighten.me.","X23.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...These.developments.make.radiology.more.exciting.to.me.","X24.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...These.developments.make.medicine.in.general.more.exciting.to.me.","X25.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...Artificial.intelligence.will.never.make.the.human.physician.expendable.","X26.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...The.impact.of.artificial.intelligence.alone.will.reduce.the.number.of.radiologists.that.are.needed..","X27.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...Artificial.intelligence.will.improve.radiology.","X28.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...Artificial.intelligence.will.improve.medicine.in.general.","X29.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...I.am.less.likely.to.consider.a.career.in.radiology..given.the.advancement.of.AI.","X30.Which.of.these.specialties.do.you.think.will.be.impacted.the.earliest.and.most.","X31.All.medical.students.should.receive.teaching.in.artificial.intelligence","X32.Teaching.in.artificial.intelligence.will.be.beneficial.for.my.career","X33.At.the.end.of.my.medical.degree..I.will.be.confident.in.using.basic.healthcare.AI.tools.if.required","X34.At.the.end.of.my.medical.degree..I.will.have.a.better.understanding.of.the.methods.used.to.assess.healthcare.AI.algorithm.performance","X35.Overall..at.the.end.of.my.medical.degree..I.feel.I.will.possess.the.knowledge.needed.to.work.with.AI.in.routine.clinical.practice","X36.Would.you.consider.using.the.following.clinical.workflow..Patients..clinical.images.undergo.artificial.intelligence.analysis..A.specialist.subsequently.reviews.both.the.image.and.the.artificial.intelligence.findings.","X37.What.potential.applications.for.AI.in.radiology.do.you.see...Automated.detection.of.pathologies.in.imaging.exams.","X38.What.potential.applications.for.AI.in.radiology.do.you.see...Automated.diagnosis.in.imaging.exams.","X39.What.potential.applications.for.AI.in.radiology.do.you.see...Automated.indication.of.appropriate.imaging.exams."
"3493","0","0","0","0","1","0","1","1","1","0","1","1","1","9","9","9","1","1","1","1","1","1","1","9","1","1","1","1","1","1","1","1","1"
"3494","1","9","9","9","0","1","1","0","1","9","1","1","1","0","0","0","1","1","9","1","9","1","0","9","9","1","9","9","9","1","9","9","1"
"3495","1","0","0","0","1","0","9","9","9","9","1","1","0","0","0","0","1","1","1","9","1","1","9","9","1","1","9","0","0","9","9","1","9"
"3496","0","0","0","0","0","0","9","9","9","9","1","1","0","0","0","9","1","1","1","0","1","1","9","9","0","1","1","9","0","9","1","1","1"
"3497","0","0","0","9","1","1","9","0","1","1","1","1","1","0","0","9","9","9","1","1","1","1","1","9","1","9","9","1","0","1","1","0","9"
"3498","0","0","0","0","1","0","9","1","9","1","1","1","0","0","0","1","1","1","1","1","1","1","1","9","1","1","1","1","1","1","1","1","1"
"3499","0","0","0","0","1","0","9","9","9","9","1","1","1","1","1","1","9","9","0","1","1","1","9","9","1","1","1","9","9","1","9","9","9"
"3500","0","0","0","0","0","0","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","1","9","9","9","1","1","1"
"3501","1","1","1","0","0","0","9","9","9","9","1","1","9","9","0","9","9","1","1","1","9","1","1","9","1","1","9","0","0","1","1","9","0"
"3502","9","9","9","9","0","0","1","0","9","1","9","9","9","9","0","1","9","1","9","9","1","1","9","9","0","9","0","9","1","1","0","9","9"
"3503","0","9","1","0","0","0","9","0","9","9","1","1","0","0","0","1","9","9","1","1","1","1","9","9","1","1","1","1","1","1","1","0","1"
"3504","9","9","0","0","0","0","9","1","1","1","1","1","0","0","0","0","1","1","1","1","1","1","0","9","9","9","1","1","1","1","1","1","1"
"3505","0","0","0","0","1","0","1","1","1","1","1","1","0","0","0","9","1","1","1","9","1","1","0","9","9","9","9","0","0","1","1","1","1"
"3506","1","9","1","1","1","1","1","1","1","0","1","1","0","0","0","1","0","0","1","1","1","1","9","9","9","1","1","9","1","1","1","0","1"
"3507","9","0","0","0","1","1","0","1","1","1","1","1","1","1","1","9","1","1","1","1","0","1","1","9","1","1","1","1","1","1","1","1","1"
"3508","1","9","0","0","1","1","1","0","1","1","1","1","0","0","0","0","1","1","1","9","1","1","9","9","1","1","1","1","9","1","1","0","1"
"3509","1","1","1","9","1","1","1","0","1","0","1","1","0","0","0","0","1","1","1","1","9","1","1","9","1","1","1","1","1","0","0","0","1"
"3510","0","0","0","0","0","0","9","9","9","9","1","1","0","0","0","9","0","0","1","0","9","9","0","9","1","1","1","0","0","1","9","9","1"
"3511","9","0","9","9","0","0","9","9","9","9","1","1","9","0","0","1","1","1","1","1","1","1","9","9","9","0","9","1","9","1","1","1","9"
"3512","0","0","0","0","0","0","9","9","1","9","9","9","0","9","0","1","0","0","1","1","1","1","9","9","1","1","0","0","9","1","1","1","1"
"3513","9","1","9","9","1","0","1","0","1","9","1","1","0","0","9","9","1","1","9","9","1","1","9","9","1","1","9","9","1","1","1","1","1"
"3514","1","9","9","0","1","0","9","9","9","9","1","1","9","9","9","1","1","1","9","9","1","1","9","9","1","1","1","1","1","1","1","1","1"
"3515","9","0","0","0","0","0","9","9","1","9","1","1","1","1","0","0","0","0","9","1","0","1","0","9","1","0","1","1","1","1","1","1","1"
"3516","9","9","9","9","1","1","1","1","1","1","1","1","9","9","1","1","1","1","1","1","1","1","1","9","0","9","9","9","9","1","1","1","1"
"3517","1","1","1","1","1","1","1","0","1","1","1","9","1","1","9","9","1","1","9","9","9","1","9","9","1","1","1","1","1","1","1","1","1"
"3518","9","9","9","9","1","1","1","1","1","1","1","1","1","1","1","9","1","1","9","1","1","1","1","9","1","1","1","1","1","1","1","1","1"
"3519","1","9","0","0","0","0","1","0","9","1","9","1","1","9","0","1","9","9","1","1","1","9","1","9","1","1","9","1","9","0","1","9","1"
"3520","0","9","0","0","0","0","9","0","1","9","9","1","1","9","0","9","1","1","9","1","1","1","9","9","1","1","9","9","0","1","1","1","1"
"3521","9","0","0","0","0","0","9","9","9","9","1","9","1","0","9","9","0","0","9","1","9","9","0","9","1","1","1","1","1","1","1","1","9"
"3522","1","9","1","1","1","0","1","0","1","0","1","1","0","0","0","0","1","1","1","9","1","1","0","9","1","1","1","1","1","1","1","0","1"
"3523","0","9","9","9","1","1","1","9","1","0","1","1","0","0","0","9","1","1","1","0","1","1","0","9","1","1","1","9","9","1","1","1","1"
"3524","1","9","0","0","1","0","9","1","9","9","1","1","0","0","0","9","1","1","1","1","1","1","0","9","1","1","1","1","1","1","1","1","1"
"3525","9","1","9","0","1","0","9","9","1","9","1","1","0","0","0","9","1","1","1","1","1","1","0","9","1","1","1","9","0","9","1","9","9"
"3526","1","1","1","9","1","0","1","1","1","9","1","1","0","0","0","0","1","0","0","0","1","1","1","9","1","1","1","1","1","1","1","1","1"
"3527","9","0","0","0","0","0","1","0","1","9","1","1","9","9","0","9","1","9","9","9","1","1","9","9","1","1","9","9","1","1","1","1","9"
"3528","9","9","9","9","1","0","1","1","1","1","1","1","0","0","0","9","9","9","1","9","9","9","9","9","9","9","9","9","9","0","1","1","1"
"3529","1","9","9","0","1","1","1","1","0","0","1","1","1","9","9","9","1","1","9","9","9","9","0","9","1","1","9","9","1","1","1","9","9"
"3530","1","0","0","0","0","0","1","0","1","0","1","1","0","0","0","1","9","1","1","9","9","1","9","9","1","1","0","0","0","0","1","1","1"
"3531","0","0","0","0","0","0","9","9","9","1","1","1","1","9","0","1","9","0","1","1","1","1","0","9","1","1","1","9","1","9","1","1","9"
"3532","1","1","1","9","0","0","1","0","1","0","1","1","1","1","9","1","1","1","9","1","1","1","1","9","1","1","1","9","1","0","1","1","9"
"3533","1","0","0","0","0","0","9","0","1","1","1","1","0","0","0","1","1","1","1","1","9","1","1","9","1","1","1","9","1","9","0","1","1"
"3534","9","9","9","0","1","1","0","9","1","9","1","1","9","0","0","0","1","1","1","9","1","1","9","9","1","1","1","1","1","1","1","9","1"
"3535","9","1","9","0","1","1","9","0","1","1","1","1","1","1","0","0","1","1","1","1","1","0","0","9","9","9","1","1","1","1","1","0","1"
"3536","9","0","0","0","0","0","9","9","9","9","1","1","9","9","9","9","1","1","1","9","1","1","1","9","1","1","0","0","0","1","1","1","1"
"3537","9","9","9","9","1","1","9","9","1","1","1","1","9","0","0","9","9","9","1","1","9","0","9","9","1","9","0","0","0","9","1","1","1"
"3538","9","0","0","0","0","0","9","9","9","9","1","1","1","9","0","1","9","9","9","1","9","9","9","9","9","9","9","9","9","9","1","1","1"
"3539","0","0","0","0","1","0","9","9","9","9","1","1","9","0","0","0","9","1","1","9","9","1","0","9","1","1","9","0","9","9","1","1","9"
"3540","0","9","0","0","0","0","9","9","9","9","1","1","9","9","9","0","9","1","1","1","9","1","0","9","9","1","0","0","0","9","1","1","0"
"3541","9","9","0","0","1","0","9","9","1","9","1","1","0","0","0","1","1","1","9","9","1","1","9","9","1","1","1","9","1","9","9","9","0"
"3542","1","9","9","0","1","0","9","9","9","9","1","1","0","0","0","0","1","1","1","1","1","9","0","9","0","9","1","9","1","0","1","0","1"
"3543","1","1","1","1","1","0","1","1","1","1","1","1","1","1","9","9","1","1","1","1","1","1","1","9","1","1","1","1","1","1","1","1","1"
"3544","0","0","0","0","0","0","9","9","9","9","0","0","0","0","0","0","9","9","1","1","0","0","0","9","9","9","9","0","9","9","1","1","0"
"3545","1","0","9","0","1","0","9","9","9","9","1","1","9","0","0","0","1","1","9","0","1","1","0","9","0","1","0","0","0","9","1","9","1"
"3546","0","0","0","0","0","0","9","9","9","9","1","1","0","0","0","0","1","1","9","9","9","1","9","9","1","1","1","9","9","1","1","1","1"
"3547","9","9","0","0","1","0","9","9","9","9","1","1","9","9","0","0","1","1","9","9","1","1","0","9","1","1","1","1","1","1","1","1","1"
"3548","1","1","1","9","1","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","9","1","1","1","1","1","1","1","1","9"
"3549","1","1","1","1","1","1","1","0","0","1","1","1","1","1","1","1","1","1","9","1","1","1","1","9","9","1","1","0","9","1","1","1","1"
"3550","1","0","9","0","0","0","1","9","1","9","1","1","9","0","0","9","9","1","1","1","1","1","0","9","0","0","1","0","1","0","1","1","1"
"3551","1","9","9","9","1","1","0","0","9","9","1","1","1","1","1","1","1","1","9","1","1","1","1","9","9","9","1","9","0","9","9","9","9"
"3552","9","9","9","0","0","0","9","9","9","9","1","9","1","0","0","1","9","9","9","1","1","9","9","9","1","9","0","0","0","9","1","1","1"
"3553","9","1","9","0","0","0","1","1","9","1","1","1","1","9","1","1","0","9","0","1","1","1","1","9","9","9","1","9","9","1","1","1","9"
"3554","9","0","0","1","0","0","9","0","0","9","1","1","9","0","0","9","1","1","1","0","0","1","1","9","0","1","9","9","0","9","1","9","9"
"3555","9","1","9","9","0","0","9","9","9","9","1","1","1","9","9","1","9","9","1","9","9","1","9","9","1","1","9","9","9","1","9","1","1"
"3556","9","9","9","0","0","0","1","0","1","0","1","1","0","0","0","0","1","1","9","9","1","1","9","9","9","9","9","1","1","1","1","1","0"
"3557","1","1","1","1","1","1","9","0","1","1","1","1","0","0","0","9","1","1","1","1","9","9","0","9","1","1","1","9","9","1","1","1","1"
"3558","0","0","0","0","0","0","9","9","9","9","9","1","9","0","0","1","9","0","1","9","9","1","9","9","0","0","0","0","0","1","1","0","1"
"3559","9","0","0","0","1","0","9","9","9","1","1","1","1","9","9","9","9","9","1","1","1","1","9","9","1","1","9","9","9","1","1","1","1"
"3560","9","9","9","9","0","0","1","0","1","1","1","1","0","0","0","0","0","1","1","1","0","1","0","9","9","9","9","9","0","1","1","1","1"
"3561","9","9","9","9","1","1","1","1","1","1","1","1","1","1","1","1","1","9","1","9","1","1","1","9","1","1","1","1","1","1","1","1","1"
"3562","1","0","0","0","1","0","9","9","9","9","1","9","0","0","0","9","0","0","1","9","9","0","0","9","9","9","9","9","9","9","9","9","9"
"3563","1","1","1","1","1","0","9","1","1","0","1","1","9","0","0","9","1","1","1","1","1","1","9","9","1","1","1","9","9","1","9","1","1"
"3564","9","0","0","0","0","0","1","9","1","9","1","1","1","9","0","1","1","1","9","9","1","1","1","9","9","9","9","9","9","1","1","1","9"
"3565","1","9","9","1","1","1","1","0","1","0","1","1","1","0","0","1","1","1","1","1","1","1","1","9","1","1","1","1","9","9","9","1","1"
"3566","0","0","0","0","0","0","9","9","9","9","1","1","9","9","0","9","9","1","1","9","9","9","9","9","1","1","0","0","0","1","1","1","1"
"3567","1","9","0","0","0","0","9","0","1","1","1","1","0","0","0","0","9","9","1","0","1","1","9","9","1","1","1","9","1","1","1","1","1"
"3568","1","9","9","1","0","0","0","0","0","9","1","1","1","1","1","1","1","1","1","1","1","1","1","9","1","9","1","9","0","0","1","1","1"
"3569","0","9","0","0","0","0","9","9","9","9","9","1","0","0","0","9","1","1","1","9","9","1","9","9","1","1","1","1","1","1","1","1","1"
"3570","1","0","0","0","0","0","1","9","1","9","1","1","9","0","0","9","9","1","9","1","9","1","0","9","9","1","1","9","9","1","1","1","9"
"3571","9","0","0","0","0","0","1","0","1","1","1","1","0","0","1","1","1","1","1","0","1","1","1","9","9","0","0","1","0","9","1","1","1"
"3572","9","9","0","0","1","0","9","9","9","9","1","1","0","0","0","1","1","1","1","1","1","1","0","9","1","1","1","1","1","1","1","1","1"
"3573","9","9","0","0","1","0","9","9","1","9","1","1","9","0","9","9","1","1","1","1","1","1","9","9","1","1","1","9","1","1","1","1","1"
"3574","0","0","0","0","0","0","1","0","1","9","1","1","1","1","9","1","0","0","0","1","9","9","9","9","9","9","1","1","1","1","1","1","1"
"3575","1","1","9","9","0","0","9","9","9","9","0","0","0","0","0","0","0","0","0","0","0","0","0","9","9","1","1","1","1","9","9","9","9"
"3576","1","9","9","0","0","0","1","9","1","0","1","1","9","9","9","9","9","1","1","9","1","1","9","9","1","1","9","1","9","9","1","9","1"
"3577","9","9","9","1","0","0","9","9","9","9","1","1","0","0","0","9","0","1","9","0","1","1","1","9","1","1","9","0","1","0","1","0","0"
"3578","9","1","9","9","1","0","9","9","9","9","1","1","0","0","0","1","1","1","0","1","1","1","0","9","1","1","1","1","1","9","1","1","1"
"3579","0","9","9","0","0","0","1","1","1","0","1","0","1","1","1","1","1","1","1","1","1","1","1","9","9","1","1","1","9","1","1","1","9"
"3580","9","0","0","0","0","0","9","9","9","9","1","1","9","9","0","9","1","1","1","1","1","1","9","9","1","1","9","9","9","0","1","9","1"
"3581","9","0","0","0","0","0","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","0","9","9","9"
"3582","0","0","0","0","1","0","1","0","1","9","1","1","0","0","0","0","9","9","1","0","9","1","0","9","9","9","9","0","9","1","1","1","1"
"3583","9","9","0","0","1","1","9","9","9","9","1","1","1","0","0","1","1","1","0","9","1","1","0","9","1","1","9","0","0","1","1","1","1"
"3584","0","9","9","9","0","0","1","0","1","0","1","1","1","9","0","1","9","9","1","9","1","1","1","9","9","9","0","0","0","1","1","1","1"
"3585","9","9","0","9","1","1","9","0","9","0","1","1","1","1","1","1","1","1","1","1","1","1","1","9","9","9","1","1","9","1","1","1","1"
"3586","1","9","9","9","1","0","0","1","9","0","1","1","1","1","1","1","1","1","1","9","1","1","1","9","1","1","9","9","1","9","1","9","9"
"3587","0","9","9","9","0","0","0","9","1","1","1","1","9","9","0","1","0","0","1","1","9","9","1","9","9","1","9","9","1","9","1","1","1"
"3588","1","1","1","1","0","1","9","0","1","0","1","1","1","9","9","0","1","1","9","1","1","1","0","9","1","1","1","9","9","1","1","1","9"
"3589","1","1","1","1","0","0","9","9","1","0","1","1","0","0","0","0","1","1","1","0","1","1","0","9","1","1","1","1","1","1","1","9","1"
"3590","9","1","1","0","1","0","9","9","9","9","1","1","0","0","0","0","1","9","1","9","1","1","9","9","1","1","1","1","9","9","9","1","1"
"3591","0","0","0","0","0","0","1","0","1","9","1","1","0","0","0","1","0","0","0","0","1","1","0","9","1","1","9","1","9","1","1","1","1"
"3592","0","0","0","0","0","0","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","1","1","9","9","9","9","9","9","9"
"3593","9","0","0","0","0","0","9","9","9","9","1","1","9","9","9","9","9","9","9","9","9","9","9","9","1","9","9","0","0","9","1","1","1"
"3594","9","9","9","0","1","0","9","9","9","9","1","1","0","0","0","0","1","1","1","1","1","1","9","9","1","1","1","9","9","1","1","9","1"
"3595","0","0","0","0","0","0","1","9","1","0","1","1","9","9","9","0","1","1","1","9","1","1","9","9","9","9","0","0","0","1","1","1","1"
"3596","0","0","0","0","0","0","9","9","9","9","1","1","0","0","0","1","1","1","0","1","1","1","1","9","1","1","0","1","1","1","1","1","1"
"3597","1","9","9","0","1","0","1","9","1","0","1","1","9","1","9","1","1","1","9","1","1","1","1","9","1","1","1","1","1","0","1","1","9"
"3598","9","0","0","0","1","0","9","9","9","9","9","0","9","1","0","9","9","0","1","0","1","9","0","9","9","9","1","9","9","9","1","1","1"
"3599","9","9","1","1","1","0","1","9","1","0","1","1","9","0","0","9","0","0","9","1","9","9","9","9","1","1","0","0","0","1","1","9","1"
"3600","9","0","0","0","0","0","9","9","9","9","9","1","9","9","9","0","1","9","9","9","9","9","0","9","9","1","9","0","0","9","1","1","1"
"3601","1","9","9","9","0","0","1","1","1","1","1","1","9","9","9","1","1","1","1","1","1","1","0","9","9","9","9","9","9","1","1","9","1"
"3602","9","9","9","9","0","0","9","9","9","9","1","9","1","0","0","1","9","9","1","1","1","1","1","9","0","9","1","9","1","1","1","0","1"
"3603","9","0","9","9","0","0","9","9","1","9","1","9","9","9","1","1","1","1","9","1","1","1","9","9","9","9","1","1","1","9","1","1","1"
"3604","9","9","0","0","0","1","9","9","1","1","1","1","9","0","0","1","1","1","0","1","1","1","0","9","1","1","0","0","0","9","1","1","1"
"3605","1","1","1","9","0","0","9","9","1","1","1","1","0","0","0","9","1","1","9","9","1","1","0","9","1","1","1","0","9","1","1","1","1"
"3606","9","9","0","0","0","0","1","0","9","9","1","1","9","0","0","1","0","0","1","0","9","9","9","9","1","9","9","0","0","9","1","1","1"
"3607","1","0","0","0","1","0","1","0","1","9","1","1","9","0","0","0","1","1","9","1","1","1","1","9","1","1","0","0","9","1","1","1","1"
"3608","9","0","0","9","0","0","0","1","9","1","1","9","1","9","0","1","0","1","1","0","1","1","9","9","1","1","9","9","9","0","1","9","1"
"3609","0","0","0","0","0","0","9","9","9","9","1","1","9","9","9","9","1","1","1","9","1","1","1","9","1","1","0","0","0","1","1","1","1"
"3610","9","1","9","9","0","0","9","9","1","9","1","1","9","0","0","0","1","1","1","9","9","1","9","9","1","1","1","1","1","1","1","9","9"
"3611","9","0","0","0","0","0","9","9","9","9","1","1","9","0","0","9","1","1","9","9","9","1","9","9","1","1","0","9","9","1","9","9","9"
"3612","9","9","9","1","1","0","1","1","0","0","1","1","1","9","1","1","9","1","9","1","9","1","1","9","9","1","9","1","9","1","1","0","1"
"3613","1","9","9","1","0","0","9","9","0","9","1","1","0","0","0","0","9","9","0","0","9","9","9","9","1","1","1","1","1","9","1","1","9"
"3614","9","9","0","0","1","1","1","0","1","1","1","1","1","1","1","1","1","1","9","1","1","1","9","9","9","1","1","1","9","1","1","1","1"
"3615","9","9","0","1","0","1","9","1","0","1","1","1","0","9","1","0","1","1","9","1","1","1","9","9","0","1","9","9","0","0","9","1","1"
"3616","1","0","0","0","0","0","9","9","9","9","1","1","1","1","0","9","1","1","1","1","1","1","1","9","1","1","9","0","0","1","1","1","1"
"3617","0","0","0","0","0","0","9","9","9","9","1","1","9","9","0","1","1","1","1","1","1","1","0","9","1","1","9","9","0","1","1","1","1"
"3618","1","9","0","0","0","0","9","9","1","1","1","1","0","0","0","9","9","1","1","9","9","1","9","9","9","9","0","9","9","1","1","1","1"
"3619","9","9","9","9","0","0","1","1","1","9","1","1","1","1","1","1","9","9","1","9","1","1","9","9","1","9","0","1","1","1","1","9","1"
"3620","0","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","9","1","1","1","1","1","1","1","1","1"
"3621","9","9","9","0","1","0","1","0","1","9","1","1","1","0","0","9","1","1","9","1","1","1","1","9","9","1","1","9","1","9","1","1","1"
"3622","1","9","0","0","0","0","9","9","1","1","1","1","1","0","0","1","9","9","0","1","1","1","0","9","1","1","1","1","9","1","1","1","1"
"3623","9","1","9","0","0","0","9","9","9","9","1","1","9","0","9","1","9","9","1","9","1","1","9","9","1","9","9","0","9","1","1","9","1"
"3624","0","0","0","0","1","1","1","0","1","9","1","1","0","0","0","1","1","1","1","0","1","1","0","9","1","1","1","9","9","1","1","0","0"
"3625","0","0","0","0","0","0","9","9","9","9","1","1","0","0","0","0","9","9","1","9","1","1","0","9","1","1","1","1","1","1","1","1","1"
"3626","0","0","1","9","0","0","9","1","9","1","1","1","9","0","0","1","9","9","1","9","9","1","0","9","1","9","1","1","1","1","1","0","9"
"3627","0","0","0","0","0","0","9","9","9","9","1","1","1","0","0","1","1","0","1","1","1","0","1","9","1","1","1","1","1","9","1","0","0"
"3628","1","0","0","0","0","0","9","9","9","9","1","1","0","0","0","0","1","1","1","9","1","1","0","9","1","1","1","1","0","1","1","0","1"
"3629","9","9","0","1","1","1","0","9","0","1","9","9","9","9","9","9","9","9","9","9","9","9","9","9","1","1","1","9","1","1","9","1","0"
"3630","1","9","0","1","1","0","9","9","9","9","1","1","9","0","0","1","9","9","1","1","1","1","9","9","1","1","9","1","1","1","1","1","9"
"3631","9","9","9","9","1","1","1","9","1","9","1","1","0","0","0","1","1","1","1","1","1","1","9","9","9","9","9","9","1","9","1","1","1"
"3632","9","0","0","0","0","0","9","0","9","9","1","1","1","9","9","1","9","9","9","9","1","1","1","9","1","1","1","0","0","1","1","0","1"
"3633","1","1","1","1","1","1","1","1","0","0","1","1","9","1","0","9","1","1","9","9","9","1","0","9","1","1","1","1","1","1","1","1","1"
"3634","0","0","0","0","0","0","9","9","9","0","9","9","9","0","0","0","9","9","1","9","0","1","9","9","1","1","9","9","9","1","1","1","9"
"3635","1","1","9","9","1","1","9","0","1","9","1","1","9","9","0","9","9","1","9","1","9","1","9","9","1","1","9","9","9","9","1","1","1"
"3636","1","9","0","0","1","1","9","0","1","0","1","1","0","0","0","0","1","1","1","9","9","1","0","9","1","1","1","1","1","1","1","1","9"
"3637","0","0","0","0","0","0","9","9","9","9","1","9","0","1","1","9","1","9","1","1","1","1","0","9","1","1","0","0","9","9","0","9","1"
"3638","9","0","0","0","0","0","9","9","9","9","1","1","0","0","0","9","9","9","0","1","1","1","9","9","1","1","0","0","0","1","1","1","1"
"3639","1","9","9","1","1","0","1","9","1","0","1","1","9","9","9","1","1","1","1","9","1","1","9","9","1","1","1","1","1","1","1","9","1"
"3640","9","9","0","0","0","0","0","0","0","0","1","1","9","1","0","0","9","1","0","1","1","1","9","9","1","1","1","1","1","1","1","1","0"
"3641","9","0","0","0","1","0","9","1","1","9","1","0","9","0","0","1","0","0","1","1","9","1","0","9","1","1","0","0","0","0","1","0","9"
"3642","9","0","0","0","0","0","1","0","1","9","1","1","9","0","0","0","9","1","1","0","1","1","0","9","1","1","1","1","1","1","1","9","9"
"3643","0","0","0","0","1","0","9","9","9","9","1","1","0","0","0","0","1","1","1","0","9","1","0","9","1","1","1","1","1","1","0","0","9"
"3644","9","0","9","0","0","0","9","9","1","9","1","1","0","0","0","1","1","1","1","1","1","1","0","9","1","1","1","9","9","9","1","1","1"
"3645","9","9","0","0","1","0","9","0","1","1","1","1","9","9","0","0","9","1","1","9","9","1","0","9","1","1","1","1","1","9","9","1","1"
"3646","9","0","0","0","0","0","9","9","1","0","1","9","9","1","9","9","9","9","1","0","0","0","0","9","1","1","1","9","1","1","1","9","0"
"3647","9","1","9","9","1","0","9","1","9","1","1","1","0","0","0","9","9","1","1","9","1","1","9","9","1","1","9","9","9","9","1","9","0"
"3648","1","9","1","9","0","0","9","9","9","9","1","1","9","9","9","1","9","1","0","0","1","1","9","9","1","1","1","1","1","9","9","1","1"
"3649","0","0","0","0","0","0","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","0","0","0","0","0","9","9","9","9"
"3650","0","0","0","0","0","0","9","9","9","9","1","1","0","0","0","9","0","0","0","0","1","1","9","9","9","9","9","0","0","9","1","0","0"
"3651","0","0","0","0","0","0","9","9","9","9","1","1","9","9","0","0","1","1","1","9","1","1","0","9","1","1","1","1","1","1","1","1","1"
"3652","9","0","0","0","0","0","9","9","9","9","1","1","0","0","0","1","0","0","0","0","0","0","0","9","1","1","9","0","0","1","1","1","1"
"3653","9","0","9","0","1","0","1","1","9","9","1","1","1","0","0","9","1","1","1","1","1","1","1","9","1","9","1","9","0","1","1","1","1"
"3654","1","9","0","0","0","0","9","1","1","9","1","1","9","0","0","1","1","1","1","1","1","1","1","9","1","1","1","1","1","1","1","1","1"
"3655","9","0","0","0","0","0","9","9","9","9","1","1","9","9","9","1","9","9","1","1","1","9","9","9","0","9","0","0","9","9","1","1","1"
"3656","0","0","0","0","0","0","9","9","9","9","1","1","0","0","0","0","9","1","1","0","1","1","0","9","1","1","1","1","1","0","1","1","1"
"3657","9","1","9","9","0","0","1","9","0","1","1","1","0","0","0","9","0","1","0","9","0","1","9","9","0","1","9","1","1","0","1","9","9"
"3658","9","0","0","0","0","0","1","9","9","1","1","1","1","1","1","9","1","1","1","1","1","1","1","9","1","1","1","1","1","1","1","1","1"
